StudentID,LMS_Logins_Per_Week,Login_Drop_Ratio,Attendance_Percentage,Attendance_Trend,Avg_Assignment_Delay_Days,Late_Submission_Ratio,Night_Activity_Ratio,Avg_Session_Duration_Min,Feedback_Text,Sentiment_Score,Burnout_Risk_Score,Burnout_Risk_Level,Dropout_Probability,Academic_Disengagement,Risk_Label,Recommended_Intervention
S0480,2,0.04,86.35,-6.76,0.69,0.11,0.21,23.85,I feel overwhelmed.,-0.77,30,Low,26,No,0,['Mental Wellness Counseling Recommended']
S0481,6,0.0,65.36,-14.03,3.94,0.33,0.48,22.79,I feel overwhelmed.,-0.98,29,Low,20,No,0,['Mental Wellness Counseling Recommended']
S0482,3,0.44,94.09,-17.23,0.62,0.76,0.32,40.26,Assignments are manageable.,-0.07,22,Low,14,No,0,['Academic Mentor Follow-up']
S0483,2,0.25,100.0,-17.47,0.99,0.0,0.48,61.67,Routine semester.,-0.03,0,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0484,7,0.06,100.0,-31.37,1.99,0.29,0.65,23.23,Routine semester.,-0.01,40,Medium,32,No,1,"['Early Academic Warning Notification', 'Sleep Hygiene Awareness Program']"
S0485,3,0.43,95.18,-16.88,4.98,0.57,0.16,48.19,Faculty support is helpful.,0.68,8,Low,2,No,0,['Regular Monitoring — No Immediate Intervention']
S0486,4,0.46,51.82,-39.53,1.39,0.57,0.35,36.09,I am managing studies well.,0.46,52,Medium,57,Yes,1,"['Schedule Faculty Counseling Session', 'Early Academic Warning Notification']"
S0487,4,0.39,82.68,-32.66,1.26,0.4,0.39,25.72,I enjoy learning new topics.,0.51,21,Low,32,No,0,['Early Academic Warning Notification']
S0488,8,0.29,83.33,-12.88,1.31,0.34,0.44,33.11,Everything is okay.,-0.09,0,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0489,8,0.36,100.0,-0.52,4.19,0.72,0.24,56.2,Faculty support is helpful.,0.97,22,Low,14,No,0,['Academic Mentor Follow-up']
S0490,8,0.57,79.39,-16.21,6.62,0.36,0.07,56.42,Routine semester.,0.12,27,Low,17,No,0,['Provide Assignment Deadline Extension Support']
S0491,7,0.23,100.0,-7.7,5.22,0.37,0.15,43.88,I enjoy learning new topics.,0.71,21,Low,19,No,0,['Provide Assignment Deadline Extension Support']
S0492,3,0.0,73.6,5.54,0.35,0.05,0.05,68.41,Assignments are manageable.,0.02,10,Low,1,No,0,['Regular Monitoring — No Immediate Intervention']
S0493,4,0.38,86.39,0.19,0.26,0.03,0.18,30.12,Routine semester.,0.09,10,Low,12,No,0,['Regular Monitoring — No Immediate Intervention']
S0494,3,0.0,72.65,-12.08,1.42,0.52,0.39,54.07,I enjoy learning new topics.,0.47,1,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0495,1,0.0,70.0,3.5,6.78,0.74,0.14,26.99,Assignments are manageable.,-0.01,34,Low,30,Yes,0,"['Provide Assignment Deadline Extension Support', 'Academic Mentor Follow-up', 'Learning Engagement Monitoring']"
S0496,5,0.0,99.36,-27.32,1.62,0.03,0.53,27.14,Course workload is balanced.,0.61,25,Low,33,No,0,['Early Academic Warning Notification']
S0497,7,0.4,68.15,-2.52,2.98,0.27,0.1,38.86,Course workload is balanced.,0.78,5,Low,16,No,0,['Regular Monitoring — No Immediate Intervention']
S0498,6,0.0,75.85,-23.74,5.96,0.7,0.26,51.5,Faculty support is helpful.,0.62,52,Medium,42,No,1,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support', 'Academic Mentor Follow-up']"
S0499,4,0.07,95.46,4.3,4.35,0.39,0.32,40.04,Everything is okay.,-0.1,4,Low,1,No,0,['Regular Monitoring — No Immediate Intervention']
S0500,1,0.09,66.22,5.61,3.4,0.39,0.54,65.78,Routine semester.,-0.08,5,Low,0,Yes,0,['Learning Engagement Monitoring']
S0501,6,0.24,98.2,-19.51,1.73,0.0,0.59,70.64,I feel overwhelmed.,-0.85,30,Low,30,No,0,['Mental Wellness Counseling Recommended']
S0502,5,0.08,90.18,-24.81,5.46,0.22,0.08,46.48,Routine semester.,0.06,40,Medium,34,No,1,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support']"
S0503,6,0.2,100.0,1.4,0.86,0.7,0.07,29.79,I enjoy learning new topics.,0.77,17,Low,7,No,0,['Academic Mentor Follow-up']
S0504,4,0.38,61.73,-31.42,1.95,0.37,0.12,34.11,Hard to keep up with deadlines.,-0.96,47,Medium,46,No,1,"['Early Academic Warning Notification', 'Mental Wellness Counseling Recommended']"
S0505,7,0.53,97.37,-12.33,7.78,0.29,0.11,13.04,Course workload is balanced.,0.87,27,Low,38,No,0,['Provide Assignment Deadline Extension Support']
S0506,4,0.22,72.45,-28.54,6.03,0.39,0.11,59.56,I am managing studies well.,0.63,43,Medium,24,No,1,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support']"
S0507,5,0.0,71.7,-8.67,6.51,0.57,0.64,11.93,I feel overwhelmed.,-0.7,55,Medium,52,No,1,"['Provide Assignment Deadline Extension Support', 'Mental Wellness Counseling Recommended', 'Sleep Hygiene Awareness Program']"
S0508,2,0.15,74.79,6.46,3.11,0.59,0.37,8.39,Course workload is balanced.,0.58,9,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0509,3,0.08,84.5,-23.44,2.18,0.35,0.1,65.45,Course workload is balanced.,0.73,22,Low,24,No,0,['Early Academic Warning Notification']
S0510,3,0.05,100.0,-0.48,3.2,0.11,0.11,31.89,Too much academic pressure.,-0.52,27,Low,41,No,0,['Mental Wellness Counseling Recommended']
S0511,5,0.31,57.14,8.35,0.67,0.43,0.15,37.05,I enjoy learning new topics.,0.75,35,Medium,45,No,1,['Schedule Faculty Counseling Session']
S0512,6,0.2,32.08,-24.49,0.04,0.0,0.14,56.38,Feeling stressed and tired.,-0.5,74,High,64,Yes,2,"['Schedule Faculty Counseling Session', 'Early Academic Warning Notification', 'Mental Wellness Counseling Recommended']"
S0513,5,0.0,62.22,-9.05,1.52,0.32,0.07,16.4,Faculty support is helpful.,0.99,3,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0514,4,0.42,89.36,-28.22,2.77,0.22,0.34,35.72,Assignments are manageable.,-0.01,27,Low,34,No,0,['Early Academic Warning Notification']
S0515,4,0.0,67.4,-19.3,0.2,0.28,0.05,73.29,Too much academic pressure.,-0.58,25,Low,29,No,0,['Mental Wellness Counseling Recommended']
S0516,4,0.06,57.82,-4.76,2.61,0.26,0.39,55.76,Routine semester.,0.03,32,Low,25,No,0,['Schedule Faculty Counseling Session']
S0517,5,0.28,97.52,4.39,2.93,0.16,0.65,65.58,Assignments are manageable.,0.0,16,Low,16,No,0,['Sleep Hygiene Awareness Program']
S0518,7,0.2,73.73,8.78,1.22,0.33,0.49,41.29,Assignments are manageable.,0.0,2,Low,2,No,0,['Regular Monitoring — No Immediate Intervention']
S0519,3,0.75,70.54,-10.47,0.13,0.0,0.39,54.84,Too much academic pressure.,-0.44,34,Low,39,No,0,['Mental Wellness Counseling Recommended']
S0520,3,0.42,100.0,-23.63,1.33,0.46,0.36,44.97,Faculty support is helpful.,0.79,25,Low,33,No,0,['Early Academic Warning Notification']
S0521,5,0.18,91.71,8.64,3.29,0.57,0.14,80.21,Everything is okay.,0.09,8,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0522,2,0.13,100.0,8.7,4.03,0.0,0.04,68.55,Hard to keep up with deadlines.,-0.49,21,Low,17,No,0,['Mental Wellness Counseling Recommended']
S0523,3,0.27,35.68,-27.42,1.41,0.61,0.57,61.16,Hard to keep up with deadlines.,-0.99,87,High,81,Yes,2,"['Schedule Faculty Counseling Session', 'Early Academic Warning Notification', 'Academic Mentor Follow-up', 'Mental Wellness Counseling Recommended']"
S0524,5,0.1,62.71,-0.18,5.41,0.0,0.04,58.89,Too much academic pressure.,-0.67,41,Medium,34,No,1,"['Provide Assignment Deadline Extension Support', 'Mental Wellness Counseling Recommended']"
S0525,10,0.0,89.17,-36.45,6.4,0.55,0.37,28.17,Course workload is balanced.,0.6,42,Medium,43,No,1,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support']"
S0526,6,0.0,63.49,-18.23,0.52,0.73,0.05,73.26,I feel overwhelmed.,-0.49,41,Medium,39,No,1,"['Academic Mentor Follow-up', 'Mental Wellness Counseling Recommended']"
S0527,5,0.14,100.0,-25.16,3.16,0.52,0.21,36.57,I enjoy learning new topics.,0.99,23,Low,48,No,0,['Early Academic Warning Notification']
S0528,5,0.0,91.68,-19.54,5.85,0.48,0.1,59.11,I am managing studies well.,0.68,20,Low,14,No,0,['Provide Assignment Deadline Extension Support']
S0529,10,0.05,56.7,-14.44,2.8,0.24,0.17,9.84,I enjoy learning new topics.,0.98,26,Low,35,No,0,['Schedule Faculty Counseling Session']
S0530,5,0.31,51.68,7.97,2.11,0.77,0.18,7.72,Hard to keep up with deadlines.,-0.71,62,Medium,66,Yes,1,"['Schedule Faculty Counseling Session', 'Academic Mentor Follow-up', 'Mental Wellness Counseling Recommended']"
S0531,9,0.25,100.0,-33.04,1.97,0.13,0.38,27.66,I enjoy learning new topics.,0.41,27,Low,31,No,0,['Early Academic Warning Notification']
S0532,5,0.28,71.32,-25.11,6.98,0.07,0.19,21.45,Everything is okay.,0.18,42,Medium,44,No,1,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support']"
S0533,7,0.16,100.0,-13.1,5.75,0.06,0.29,37.39,Everything is okay.,0.19,16,Low,23,No,0,['Provide Assignment Deadline Extension Support']
S0534,6,0.0,89.17,-21.79,1.31,0.43,0.51,28.68,Course workload is balanced.,0.69,22,Low,15,No,0,['Early Academic Warning Notification']
S0535,5,0.05,73.56,-18.68,1.9,0.64,0.52,20.31,Routine semester.,0.1,24,Low,36,No,0,['Academic Mentor Follow-up']
S0536,3,0.0,90.71,-10.62,5.63,0.22,0.01,34.74,Everything is okay.,-0.12,19,Low,29,No,0,['Provide Assignment Deadline Extension Support']
S0537,7,0.0,61.45,-0.67,5.87,0.61,0.23,19.68,I am managing studies well.,0.61,30,Low,26,No,0,"['Provide Assignment Deadline Extension Support', 'Academic Mentor Follow-up']"
S0538,5,0.25,62.36,-1.18,2.33,0.81,0.37,73.95,Faculty support is helpful.,0.82,16,Low,12,No,0,['Academic Mentor Follow-up']
S0539,3,0.0,81.22,-38.72,7.78,0.0,0.44,25.15,Faculty support is helpful.,0.98,44,Medium,53,No,1,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support']"
S0540,6,0.25,85.34,4.45,5.26,0.0,0.33,57.86,Routine semester.,0.08,23,Low,25,No,0,['Provide Assignment Deadline Extension Support']
S0541,5,0.13,83.24,-21.57,6.9,0.35,0.15,34.93,Routine semester.,-0.02,37,Medium,27,No,1,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support']"
S0542,4,0.23,100.0,-37.23,2.41,0.55,0.21,60.96,I am managing studies well.,0.49,29,Low,25,No,0,['Early Academic Warning Notification']
S0543,8,0.01,57.34,4.51,3.73,0.3,0.09,20.25,Faculty support is helpful.,0.59,27,Low,32,No,0,['Schedule Faculty Counseling Session']
S0544,7,0.08,80.98,-6.92,1.42,0.0,0.13,43.26,Everything is okay.,-0.11,8,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0545,7,0.38,44.26,-22.3,10.67,0.37,0.14,15.22,I feel overwhelmed.,-0.85,88,High,99,Yes,2,"['Schedule Faculty Counseling Session', 'Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support', 'Mental Wellness Counseling Recommended']"
S0546,9,0.41,100.0,-9.27,5.82,0.28,0.38,35.91,Routine semester.,-0.1,23,Low,35,No,0,['Provide Assignment Deadline Extension Support']
S0547,3,0.82,82.97,3.85,3.41,0.0,0.45,41.73,Faculty support is helpful.,0.92,10,Low,12,No,0,['Regular Monitoring — No Immediate Intervention']
S0548,6,0.34,100.0,-32.53,2.2,0.68,0.14,28.25,Assignments are manageable.,0.18,39,Medium,24,No,1,"['Early Academic Warning Notification', 'Academic Mentor Follow-up']"
S0549,8,0.36,51.86,-31.66,3.12,0.63,0.25,6.33,Hard to keep up with deadlines.,-0.9,81,High,90,Yes,2,"['Schedule Faculty Counseling Session', 'Early Academic Warning Notification', 'Academic Mentor Follow-up', 'Mental Wellness Counseling Recommended']"
S0550,3,0.41,82.36,-13.38,4.3,0.42,0.23,36.9,I am managing studies well.,0.64,9,Low,2,No,0,['Regular Monitoring — No Immediate Intervention']
S0551,9,0.1,88.45,-0.27,2.41,0.27,0.15,18.85,Hard to keep up with deadlines.,-0.56,22,Low,25,No,0,['Mental Wellness Counseling Recommended']
S0552,5,0.32,100.0,-29.53,6.13,0.28,0.11,43.7,I enjoy learning new topics.,0.85,45,Medium,39,No,1,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support']"
S0553,4,0.0,100.0,-1.22,1.49,0.0,0.18,44.51,Faculty support is helpful.,0.94,7,Low,13,No,0,['Regular Monitoring — No Immediate Intervention']
S0554,2,0.02,98.03,2.71,0.86,0.32,0.15,33.94,Everything is okay.,0.18,1,Low,6,No,0,['Regular Monitoring — No Immediate Intervention']
S0555,6,0.0,62.66,2.17,1.91,0.36,0.27,53.71,Feeling stressed and tired.,-0.41,20,Low,17,No,0,['Mental Wellness Counseling Recommended']
S0556,8,0.22,100.0,-32.33,6.85,0.45,0.07,29.73,I am managing studies well.,0.69,38,Medium,53,No,1,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support']"
S0557,5,0.0,59.76,-4.48,1.02,0.2,0.32,8.79,Hard to keep up with deadlines.,-0.74,49,Medium,41,No,1,"['Schedule Faculty Counseling Session', 'Mental Wellness Counseling Recommended']"
S0558,8,0.18,89.43,-34.47,5.82,0.0,0.24,41.64,Routine semester.,-0.09,42,Medium,46,No,1,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support']"
S0559,4,0.12,54.13,2.61,2.16,0.82,0.36,53.52,Course workload is balanced.,0.41,44,Medium,52,Yes,1,"['Schedule Faculty Counseling Session', 'Academic Mentor Follow-up']"
S0560,4,0.14,90.61,-6.29,2.91,0.09,0.29,43.21,I am managing studies well.,0.58,10,Low,17,No,0,['Regular Monitoring — No Immediate Intervention']
S0561,5,0.0,75.54,7.36,2.85,0.08,0.1,56.52,I am managing studies well.,0.84,5,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0562,4,0.17,88.75,-36.6,0.25,0.31,0.11,67.06,Assignments are manageable.,-0.06,27,Low,28,No,0,['Early Academic Warning Notification']
S0563,2,0.34,77.09,-17.87,3.04,0.07,0.45,29.07,Feeling stressed and tired.,-0.76,25,Low,13,No,0,['Mental Wellness Counseling Recommended']
S0564,6,0.11,74.01,-39.78,5.04,0.5,0.07,44.59,Feeling stressed and tired.,-0.54,62,Medium,77,No,1,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support', 'Mental Wellness Counseling Recommended']"
S0565,8,0.1,73.86,5.88,6.11,0.79,0.28,27.72,I enjoy learning new topics.,0.85,31,Low,47,No,0,"['Provide Assignment Deadline Extension Support', 'Academic Mentor Follow-up']"
S0566,2,0.42,77.4,-31.51,1.93,0.65,0.41,24.4,I feel overwhelmed.,-0.81,61,Medium,49,No,1,"['Early Academic Warning Notification', 'Academic Mentor Follow-up', 'Mental Wellness Counseling Recommended']"
S0567,7,0.24,61.1,-19.16,1.24,0.0,0.1,27.03,Everything is okay.,0.08,8,Low,20,No,0,['Regular Monitoring — No Immediate Intervention']
S0568,3,0.23,52.26,-8.63,1.67,0.29,0.57,110.88,I am managing studies well.,0.93,26,Low,19,Yes,0,['Schedule Faculty Counseling Session']
S0569,7,0.44,75.62,-8.91,2.73,0.28,0.23,22.13,I enjoy learning new topics.,0.94,4,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0570,4,0.33,88.01,-29.38,0.36,0.83,0.11,54.5,Routine semester.,0.13,41,Medium,25,No,1,"['Early Academic Warning Notification', 'Academic Mentor Follow-up']"
S0571,5,0.57,77.85,7.02,6.82,0.1,0.03,79.84,Faculty support is helpful.,0.64,30,Low,36,No,0,['Provide Assignment Deadline Extension Support']
S0572,6,0.11,73.82,-10.09,1.67,0.2,0.6,69.1,Routine semester.,0.08,15,Low,19,No,0,['Regular Monitoring — No Immediate Intervention']
S0573,1,0.41,82.38,-2.18,0.19,0.85,0.38,20.72,Assignments are manageable.,0.16,19,Low,44,Yes,0,"['Academic Mentor Follow-up', 'Learning Engagement Monitoring']"
S0574,6,0.24,93.63,-12.59,2.04,0.55,0.25,80.27,Everything is okay.,0.13,1,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0575,4,0.07,61.08,-2.28,1.97,0.17,0.04,25.76,Assignments are manageable.,0.06,5,Low,7,No,0,['Regular Monitoring — No Immediate Intervention']
S0576,6,0.34,69.17,-0.78,1.69,0.21,0.7,20.02,Routine semester.,0.12,20,Low,9,No,0,['Sleep Hygiene Awareness Program']
S0577,8,0.21,96.13,-28.05,1.31,0.25,0.24,17.7,I am managing studies well.,0.44,22,Low,0,No,0,['Early Academic Warning Notification']
S0578,9,0.15,83.41,1.06,1.9,0.8,0.22,25.0,Feeling stressed and tired.,-0.99,35,Medium,30,No,1,"['Academic Mentor Follow-up', 'Mental Wellness Counseling Recommended']"
S0579,3,0.48,90.75,9.94,2.39,0.0,0.11,53.04,Course workload is balanced.,0.74,10,Low,15,No,0,['Regular Monitoring — No Immediate Intervention']
S0580,2,0.43,85.73,-38.16,1.43,0.09,0.24,43.62,Faculty support is helpful.,0.54,29,Low,11,No,0,['Early Academic Warning Notification']
S0581,4,0.2,54.12,-11.46,4.7,0.05,0.16,39.78,Course workload is balanced.,0.49,35,Medium,39,Yes,1,['Schedule Faculty Counseling Session']
S0582,6,0.24,71.3,-36.2,1.94,0.0,0.18,34.97,Assignments are manageable.,-0.04,25,Low,31,No,0,['Early Academic Warning Notification']
S0583,3,0.01,75.06,-17.53,3.78,0.56,0.61,60.66,Everything is okay.,-0.02,19,Low,14,No,0,['Sleep Hygiene Awareness Program']
S0584,0,0.3,81.74,2.9,1.02,0.05,0.25,40.7,I enjoy learning new topics.,0.95,6,Low,25,Yes,0,['Learning Engagement Monitoring']
S0585,4,0.22,64.8,9.34,0.13,0.08,0.18,56.94,I enjoy learning new topics.,0.74,3,Low,12,No,0,['Regular Monitoring — No Immediate Intervention']
S0586,7,0.43,100.0,-28.75,1.74,0.0,0.3,18.04,I feel overwhelmed.,-0.4,42,Medium,37,No,1,['Early Academic Warning Notification']
S0587,5,0.1,84.51,-18.18,3.82,0.47,0.29,36.25,Assignments are manageable.,-0.18,8,Low,21,No,0,['Regular Monitoring — No Immediate Intervention']
S0588,6,0.15,98.58,-6.47,2.67,0.48,0.19,70.91,I enjoy learning new topics.,0.72,7,Low,18,No,0,['Regular Monitoring — No Immediate Intervention']
S0589,5,0.06,80.91,-8.52,1.49,0.29,0.2,48.58,I enjoy learning new topics.,0.88,7,Low,26,No,0,['Regular Monitoring — No Immediate Intervention']
S0590,4,0.0,68.2,-27.81,2.99,0.46,0.06,43.14,Course workload is balanced.,0.7,21,Low,8,No,0,['Early Academic Warning Notification']
S0591,3,0.0,64.09,-4.91,7.24,0.53,0.4,39.37,Routine semester.,0.04,22,Low,28,No,0,['Provide Assignment Deadline Extension Support']
S0592,4,0.08,79.43,-28.06,0.8,0.49,0.57,17.82,Hard to keep up with deadlines.,-0.52,50,Medium,41,No,1,"['Early Academic Warning Notification', 'Mental Wellness Counseling Recommended']"
S0593,2,0.16,91.17,6.23,0.79,0.15,0.37,42.16,I am managing studies well.,0.9,8,Low,5,No,0,['Regular Monitoring — No Immediate Intervention']
S0594,10,0.42,63.4,-35.25,0.96,0.0,0.1,38.7,Assignments are manageable.,-0.09,22,Low,30,No,0,['Early Academic Warning Notification']
S0595,1,0.0,81.59,-20.41,2.76,0.49,0.41,47.58,Too much academic pressure.,-0.81,45,Medium,43,Yes,1,"['Early Academic Warning Notification', 'Mental Wellness Counseling Recommended', 'Learning Engagement Monitoring']"
S0596,4,0.17,94.86,3.49,3.14,0.29,0.23,50.74,Everything is okay.,-0.17,3,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0597,3,0.48,84.79,8.71,0.05,0.27,0.2,5.0,Too much academic pressure.,-0.55,27,Low,27,No,0,['Mental Wellness Counseling Recommended']
S0598,6,0.0,100.0,2.22,7.16,0.19,0.31,30.03,I enjoy learning new topics.,0.6,22,Low,14,No,0,['Provide Assignment Deadline Extension Support']
S0599,7,0.66,99.81,6.53,3.53,0.06,0.43,37.89,Too much academic pressure.,-0.47,39,Medium,44,No,1,['Mental Wellness Counseling Recommended']
S0600,2,0.31,100.0,-8.72,1.4,0.18,0.25,21.55,I feel overwhelmed.,-0.92,24,Low,15,No,0,['Mental Wellness Counseling Recommended']
S0601,7,0.04,99.29,2.38,0.39,0.61,0.11,55.66,Faculty support is helpful.,1.0,23,Low,17,No,0,['Academic Mentor Follow-up']
S0602,5,0.76,58.2,8.7,3.67,0.23,0.1,28.51,Assignments are manageable.,-0.15,44,Medium,40,No,1,['Schedule Faculty Counseling Session']
S0603,7,0.17,53.91,-7.58,0.87,0.13,0.55,7.79,I enjoy learning new topics.,0.41,35,Medium,42,Yes,1,['Schedule Faculty Counseling Session']
S0604,2,0.57,51.82,-12.64,0.08,0.0,0.38,12.67,Faculty support is helpful.,0.93,45,Medium,31,Yes,1,['Schedule Faculty Counseling Session']
S0605,4,0.11,100.0,-34.71,3.71,0.2,0.02,57.14,Everything is okay.,0.0,28,Low,43,No,0,['Early Academic Warning Notification']
S0606,6,0.09,88.14,-25.36,1.5,0.64,0.19,5.0,Everything is okay.,-0.11,37,Medium,47,No,1,"['Early Academic Warning Notification', 'Academic Mentor Follow-up']"
S0607,8,0.06,75.57,-36.33,1.8,0.0,0.15,5.98,Everything is okay.,0.05,21,Low,24,No,0,['Early Academic Warning Notification']
S0608,7,0.16,75.6,8.5,5.37,0.5,0.18,52.14,Assignments are manageable.,0.01,17,Low,0,No,0,['Provide Assignment Deadline Extension Support']
S0609,7,0.52,48.22,-34.04,2.56,0.42,0.25,19.47,Course workload is balanced.,0.69,60,Medium,75,Yes,1,"['Schedule Faculty Counseling Session', 'Early Academic Warning Notification']"
S0610,6,0.0,49.53,9.42,3.02,0.24,0.19,51.26,Hard to keep up with deadlines.,-0.65,46,Medium,44,Yes,1,"['Schedule Faculty Counseling Session', 'Mental Wellness Counseling Recommended']"
S0611,6,0.39,100.0,-6.02,2.03,0.0,0.09,49.09,I enjoy learning new topics.,0.48,2,Low,1,No,0,['Regular Monitoring — No Immediate Intervention']
S0612,6,0.23,80.48,4.12,1.64,0.41,0.48,16.9,Routine semester.,0.06,8,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0613,4,0.34,58.17,2.75,0.44,0.0,0.07,37.64,Course workload is balanced.,0.86,34,Low,22,No,0,['Schedule Faculty Counseling Session']
S0614,3,0.27,74.07,-22.23,4.32,0.15,0.3,43.96,Too much academic pressure.,-0.96,42,Medium,45,No,1,"['Early Academic Warning Notification', 'Mental Wellness Counseling Recommended']"
S0615,8,0.12,100.0,7.93,4.59,0.0,0.25,64.05,Routine semester.,-0.14,9,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0616,5,0.41,86.71,-29.3,6.28,0.41,0.29,79.48,I am managing studies well.,0.9,35,Medium,31,No,1,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support']"
S0617,5,0.24,99.53,-27.4,1.93,0.48,0.16,55.11,I enjoy learning new topics.,0.54,30,Low,32,No,0,['Early Academic Warning Notification']
S0618,1,0.23,80.04,-5.25,4.19,0.19,0.13,5.0,Faculty support is helpful.,0.57,9,Low,0,Yes,0,['Learning Engagement Monitoring']
S0619,6,0.24,57.97,-9.73,5.07,0.65,0.21,29.06,Assignments are manageable.,-0.09,65,Medium,52,No,1,"['Schedule Faculty Counseling Session', 'Provide Assignment Deadline Extension Support', 'Academic Mentor Follow-up']"
S0620,4,0.0,93.71,-20.33,3.78,0.47,0.27,71.12,Routine semester.,0.14,24,Low,26,No,0,['Early Academic Warning Notification']
S0621,2,0.0,100.0,9.12,2.96,0.33,0.35,41.17,Routine semester.,0.12,6,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0622,5,0.31,99.88,-19.8,2.14,0.23,0.09,37.19,I am managing studies well.,0.49,0,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0623,4,0.17,64.43,7.29,0.12,0.05,0.39,39.14,Faculty support is helpful.,0.48,7,Low,18,No,0,['Regular Monitoring — No Immediate Intervention']
S0624,9,0.36,85.8,-20.71,4.17,0.57,0.35,38.82,Assignments are manageable.,-0.15,29,Low,29,No,0,['Early Academic Warning Notification']
S0625,3,0.0,75.31,0.1,2.49,0.38,0.15,52.57,I enjoy learning new topics.,0.78,5,Low,8,No,0,['Regular Monitoring — No Immediate Intervention']
S0626,3,0.06,100.0,-12.39,3.12,0.43,0.05,83.92,Too much academic pressure.,-0.46,25,Low,14,No,0,['Mental Wellness Counseling Recommended']
S0627,4,0.32,74.9,-7.54,3.18,0.0,0.32,18.59,Everything is okay.,-0.06,5,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0628,4,0.22,65.43,-4.06,4.11,0.03,0.13,62.25,I am managing studies well.,1.0,4,Low,11,No,0,['Regular Monitoring — No Immediate Intervention']
S0629,3,0.33,84.88,-20.27,0.3,0.05,0.06,40.36,Everything is okay.,0.12,21,Low,18,No,0,['Early Academic Warning Notification']
S0630,8,0.24,62.98,-37.42,5.59,0.07,0.51,58.44,Faculty support is helpful.,0.64,44,Medium,52,No,1,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support']"
S0631,6,0.59,92.08,-14.25,3.77,0.55,0.11,39.27,Everything is okay.,-0.1,15,Low,3,No,0,['Regular Monitoring — No Immediate Intervention']
S0632,6,0.0,70.7,-31.62,3.86,0.9,0.3,23.43,Hard to keep up with deadlines.,-0.46,58,Medium,59,No,1,"['Early Academic Warning Notification', 'Academic Mentor Follow-up', 'Mental Wellness Counseling Recommended']"
S0633,8,0.0,88.67,-27.07,2.69,0.24,0.36,32.29,Feeling stressed and tired.,-0.89,48,Medium,74,No,1,"['Early Academic Warning Notification', 'Mental Wellness Counseling Recommended']"
S0634,4,0.13,78.42,-33.15,4.96,0.44,0.44,47.18,Assignments are manageable.,-0.03,27,Low,16,No,0,['Early Academic Warning Notification']
S0635,9,0.05,34.8,-19.03,1.66,0.78,0.33,68.11,Faculty support is helpful.,0.42,48,Medium,50,Yes,1,"['Schedule Faculty Counseling Session', 'Academic Mentor Follow-up']"
S0636,5,0.17,90.82,7.62,1.77,0.69,0.08,34.38,Everything is okay.,0.13,18,Low,19,No,0,['Academic Mentor Follow-up']
S0637,5,0.0,94.98,-37.23,3.42,0.0,0.42,22.89,Everything is okay.,-0.06,20,Low,17,No,0,['Early Academic Warning Notification']
S0638,4,0.16,95.06,-30.38,4.08,0.17,0.04,43.43,Faculty support is helpful.,0.93,24,Low,23,No,0,['Early Academic Warning Notification']
S0639,3,0.22,100.0,-23.29,3.81,0.12,0.08,40.5,Everything is okay.,-0.04,26,Low,31,No,0,['Early Academic Warning Notification']
S0640,7,0.03,75.99,7.92,8.0,0.0,0.19,44.78,I enjoy learning new topics.,0.69,20,Low,33,No,0,['Provide Assignment Deadline Extension Support']
S0641,2,0.26,77.99,-0.82,2.7,0.94,0.16,33.31,Hard to keep up with deadlines.,-0.98,35,Medium,40,No,1,"['Academic Mentor Follow-up', 'Mental Wellness Counseling Recommended']"
